,JobTitle,Company,Location,Year,Month,Day,JobDescription,Salary,Link
688,Diesel Fitter | FIFO | South Australia,"CELOTTI WORKFORCE - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,CELOTTI Workforce is currently seeking Trade Qualified Diesel Fitters based in South Australia for FIFO roles from Adelaide. About the role: CELOTTI Workforce is currently seeking Trade Qualified Diesel Fitters based in South Australia for FIFO roles from ...,Not provided,https://www.adzuna.com.au/details/1738094044?se=uImctysQ6xGn_08q82QBrg&v=D2D5990E50119CECBD0E1B56212458C08546B911
689,Furniture Removalist - Sunshine Coast,APEX LOGISTICS SOLUTIONS - QLD,QLD,2020,10,17,Apex Logistics Solutions is a national freight transfer service provider. We are currently seeking skilled and experienced removalists to assist in our expanding operations. RESPONSIBILITIES • The manual handling of household and commercial furniture and ...,Not provided,https://www.adzuna.com.au/land/ad/1725794334?se=uImctysQ6xGn_08q82QBrg&v=4E8DE46BEC86DF9E6647C91DDE667AE396194F12
690,Youth Mentor,"MISSION AUSTRALIA EMPLOYMENT SERVICES - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Youth Mentor - Hindmarsh Job no: 986566 Work type: Casual Location: SA Categories: Community Services  Multiple casual positions available 3 to 15 hours per week  Locations: Whyalla, Hindmarsh, Noarlunga and Elizabeth  A great role for people in existing ...",Not provided,https://www.adzuna.com.au/land/ad/1725794688?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=7840FB77D1E5000906DD88B7018F7FAE543D8E80
691,group fitness instructor in Adelaide,"RANDSTAD - ADELAIDE, SOUTH AUSTRALIA","ADELAIDE, SOUTH AUSTRALIA",2020,10,17,"Our client is seeking experienced group fitness instructors, with a passion for fitness and an energetic attitude to run outdoor group fitness classes for a 10 week program across various locations. You must be experienced in group training scenarios for up to...",Not provided,https://www.adzuna.com.au/details/1760827202?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=755C5B32C6563CB5618FACAEF86075C690E8CA5A
692,Cleaner - Residential & Commercial - Clean Green Squad,CLEAN GREEN SQUAD - QLD,QLD,2020,10,17,"Clean Green Squad is a cleaning company based in Bundall on the Gold Coast.We have a fun great working environment and an awesome team culture We are looking to hire another brilliant cleaner for Domestic & Bond cleans. At Clean Green Squad, we strive for ...",Not provided,https://www.adzuna.com.au/land/ad/1765358743?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=6289708F48C85E2E3946C68388F847B32E28B4FB
693,Auto Electrician / Accessory Fitter,TOYOTA CAREERS - SA - ADELAIDE,SA - ADELAIDE,2020,10,17,"Auto Electrician / Accessory Fitter As a result of growth throughout the company, Northpoint are seeking an experienced Auto Electrician / Accessory Fitter to work at our Gepps Cross basedservice centre. This is a very unique role as it encompasses many skills...",Not provided,https://www.adzuna.com.au/details/1737281509?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=D2312BCFE4C3A9F1C063F6A085E3BB1EA8DFD8ED
694,Mental Health Clinician/Counsellor,"HAYS - ADELAIDE, SOUTH AUSTRALIA","ADELAIDE, SOUTH AUSTRALIA",2020,10,17,"Opportunity for AHPRA Registered Clinicians to secure immediate contract work based in the Northern Suburbs Your new company Our client is a leader in delivering high quality, evidence-based clinical psychological therapy services to a diverse client base. As ...",Not provided,https://www.adzuna.com.au/details/1518895758?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=1E8032B930120B78E4BBB4D524836DE98C94A06A
695,Solutions Architect,ALLSCRIPTS - ADELAIDE,ADELAIDE,2020,10,17,Welcome to Allscripts Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and ...,Not provided,https://www.adzuna.com.au/details/1699062846?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=1082F5466853041C126BF58EB833F8F3465DDC2F
696,Software Engineering - Peoplebank,"PEOPLEBANK - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"A terrific opportunity has become available to join one of Adelaide's most exciting software application companies. You will join a team of some of the brightest minds in the Australian and International IT sector. Offering a high energy, team focused ...",Not provided,https://www.adzuna.com.au/land/ad/1748740040?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=9719E143DC31A9757F20395A48EB4CFB602ADFA5
697,Blaster / Painter - Murrarie,QLD,QLD,2020,10,17,We have a very exciting job available to work directly with our client on their books as an Industrial Blaster / Painter in the Murrarie Area. You will get the opportunity to work on some very large scale marine projects with a very reputable company in the ...,Not provided,https://www.adzuna.com.au/land/ad/1760770398?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=92B94FFACE58CB840C143141345FA986354FEE61
698,Exploration Geologist,COOPER ENERGY - ADELAIDE,ADELAIDE,2020,10,17,"Cooper Energy offers the opportunity to be part of one of Australia’s fastest growing oil and gas companies. Recently established as one of south-east Australia’s leading domestic gas suppliers and offshore petroleum project operators, Cooper Energy employs ...",Not provided,https://www.adzuna.com.au/details/1736795521?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=F21E468C7D0E6B3844873869CD4AEEB0945228C1
699,Disability Support Worker - Goolwa & Victor Harbor,PROGRAMMED HEALTH PROFESSIONALS - ADELAIDE,ADELAIDE,2020,10,17,We are a leading supplier of healthcare staffing solutions across Australia and are actively seeking experienced Disability Support Workers.,Not provided,https://www.adzuna.com.au/details/1765083555?se=EvzTuCsQ6xGjOdrEuqZ9gA&v=61C7C373FF7A3A864ED1F4F8A0D23B937A8DD1CF
700,"Sales / Customer Service Consultant (Brisbane,QLD)",AIMBIG EMPLOYMENT - QLD,QLD,2020,10,17,Have you recently lost your job? Are you suffering from anxiety or depression ? Do you have a disability or mental health condition ? At AimBig Employment we connect people seeking sustainable and meaningful work with the right employers. We strongly value ...,Not provided,https://www.adzuna.com.au/land/ad/1739357385?se=Fg_puSsQ6xGF7dt1xvti3g&v=A83A16127C1C818038FA145C8FEACAEC5707B916
701,Registered Nurse,CALVARY HEALTH CARE - ADELAIDE,ADELAIDE,2020,10,17,"About the role Seeking Registered nurses for Calvary community care to deliver acute nursing care in our Client's Home. This position is offered as a permanent full time or part time position, rostered across 7 days per week with no night duty. What you bring ...",Not provided,https://www.adzuna.com.au/land/ad/1570214767?se=Fg_puSsQ6xGF7dt1xvti3g&v=CBD2A59609E6C0DEB1B40DDDD8F80742AECD9BD0
702,Business Development Manager,ADELAIDE - CBD,ADELAIDE - CBD,2020,10,17,You’re a tenacious hunter with proven experience working as a business development manager within the performance digital advertising industry. Drive the strategy and acquisition of new to News Corp high value advertisers for News Xtend. Responsible for the ...,Not provided,https://www.adzuna.com.au/details/1747388780?se=Fg_puSsQ6xGF7dt1xvti3g&v=72C8C498AD588433B71E7A8F2FF76010F5AE248F
703,Team member with career development opportunities,NANDO'S - 5000,5000,2020,10,17,"We're always looking for people with fire in their bellies and passion in their souls. If you're that kind of person, then we'd love you to join our Nando's family Do you have a passion for great food & amazing customer service? Work with a fun and engaging ...",Not provided,https://www.adzuna.com.au/details/1732011885?se=Fg_puSsQ6xGF7dt1xvti3g&v=3BFD6E0EC38B11B2F70DADBCBA56691E4FF6F9C1
704,"Physiotherapist - Full-time Bundaberg, QLD",CHANDLER MACLEOD - QLD,QLD,2020,10,17,"This role is a perfect opportunity for Physiotherapist, new graduates, those looking to expand their knowledge of a different sector or for those in private practice looking for a slower pace & to really make a difference in peoples lives. With a rewarding ...",Not provided,https://www.adzuna.com.au/land/ad/1760770504?se=Fg_puSsQ6xGF7dt1xvti3g&v=8B605984B1F4DD5792F28B7D7B87FEAE735F184C
705,Senior Claims Consultant,ALLIANZ - SA - ADELAIDE,SA - ADELAIDE,2020,10,17,"Senior Claims Service Consultant  Work in a team dedicated to providing outstanding customer service  Be part of a progressive, challenging and team oriented environment  Claims experience is necessary Allianz Australia, part of the global Allianz Group, is ...",Not provided,https://www.adzuna.com.au/details/1724682594?se=Fg_puSsQ6xGF7dt1xvti3g&v=27DF5AEE8E71EF7B16DA7B01958BC4592DA96FBA
706,Casual Kitchen Hand | Adelaide,PINNACLE PEOPLE - ADELAIDE,ADELAIDE,2020,10,17,"Looking for the next best opportunity back of house? Well this is it Here at Pinnacle People, we give you the power to manage your own work-life balance Anytime, anywhere with our app. So, if you’re after flexible working arrangements and well-renowned brands...",Not provided,https://www.adzuna.com.au/details/1756326573?se=Fg_puSsQ6xGF7dt1xvti3g&v=4F326791244A74B5D9EEC36E43D6AF5C9F655E3E
707,General Practitioner - Adept Recruitment,ADEPT RECRUITMENT - QLD,QLD,2020,10,17,"Our client is an award winning Bulk Billing Medical Practice located 30 km North of Brisbane in the Moreton Bay Area. Established 4 years ago, they have been recognized for exceptional patient service and have been placed in the top 100 GP practices listed on ...",Not provided,https://www.adzuna.com.au/land/ad/1758482504?se=Fg_puSsQ6xGF7dt1xvti3g&v=2FBCC0BC83CAC7C9D8BA3410794EE839EA73A4CE
708,Contact Centre Operator,ADELAIDE SA,ADELAIDE SA,2020,10,17,Contact Centre Adelaide CBD location 37.5 hours per week Immediate commencement About the Role Currently recruiting experienced contact centre professionals for an immediate commencement. Day to Day Duties Answering high volume inbound calls Must be available ...,Not provided,https://www.adzuna.com.au/details/1598348925?se=Fg_puSsQ6xGF7dt1xvti3g&v=D9649B7F14833545B38C16D2B4EB8F8818C7ACC7
709,GCP Data Engineering Lead,PEOPLEBANK - VIC,VIC,2020,10,17,Our Client: Our client is a well-known Australian enterprise who is currently seeking a GCP Data Engineering Lead on an initial 6-month contract. This individual will lead the engineering thinking and design for GCP. You will lead the GCP engineering practice ...,Not provided,https://www.adzuna.com.au/land/ad/1753035534?se=Fg_puSsQ6xGF7dt1xvti3g&v=0F4A430AABD4E082AD140E366C6613363490661E
710,Office Cleaner - Eastern Suburbs,"ZIPPY CLEANING & MAINTENANCE - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Zippy Cleaning is a 100% Australian owned company, operating successfully and continuously since 1985. We are a Quality Assured Company, committed to maintaining high standards. Our employees enjoy industry standard rates of pay and employment conditions. We ...",Not provided,https://www.adzuna.com.au/details/1746841933?se=3CryuisQ6xGjOdrEuqZ9gA&v=710F2F6EC3D047069D98098324836F3AC6F2259E
711,Digital Test Analyst - Digital Experience,DATA ACTION - ADELAIDE,ADELAIDE,2020,10,17,"Data Action (DA) has over 30 years’ experience as a specialist software and services provider to the alternate banking and financial services industry. Operating nationally and servicing a broad client base including customer owned banks, credit unions, ...",Not provided,https://www.adzuna.com.au/details/1763855715?se=3CryuisQ6xGjOdrEuqZ9gA&v=1F3C896F7C76404D9CE1D4B942192FC87F9E467F
712,Warehouser - Findmea Pty Ltd,FINDMEA PTY LTD - QLD,QLD,2020,10,17,The Role: The primary function of the Customer Service Representative is to deliver stock to our wholesale customers as per set runs and ensure that set sales targets are met. The CSR is also responsible completing the scheduled runs and to develop a strong ...,Not provided,https://www.adzuna.com.au/land/ad/1720074397?se=3CryuisQ6xGjOdrEuqZ9gA&v=C9E4BDB2B021EB339C5F9F3BECDF4B5AB583807B
713,Asbestos Workers,"TECHFORCE PERSONNEL - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,Techforce personnel are currently looking for Asbestos X20 workers for an immediate start. ATTENTION ASBESTOS WORKERS Techforce Personnel are the largest provider of Absestos labour employment in South Australia. We currently have 20 vacancies to commence for ...,Not provided,https://www.adzuna.com.au/details/1733172313?se=3CryuisQ6xGjOdrEuqZ9gA&v=A9866B936638BEED0A3BF1A6A1BC0A0F62374D2D
714,Construction Heroes wanted (m/f),WORKHERO - SA,SA,2020,10,17,Legends speak of how you’ve conquered the HVAC lions and slayed the ISO standard with your wizardry. You’ve worked at the heights of a skyscraper and the depths of an underground dungeon. For many years you have been the invisible hero that overcame all these ...,Not provided,https://www.adzuna.com.au/details/1568126947?se=3CryuisQ6xGjOdrEuqZ9gA&v=4959B897170392D1718B6CEDC3F076515BA9425B
715,"Boilermakers, Welders, 2nd Class Welders",VIC,VIC,2020,10,17,"This is a unique long term career opportunity, offering full-time hours  steady overtime all year round. We are seeking trade qualified Boilermakers, & experienced 2nd Class Welders for an immediate start in a local Pekenham workshop. Suitable candidates must ...",Not provided,https://www.adzuna.com.au/land/ad/1746842735?se=3CryuisQ6xGjOdrEuqZ9gA&v=524FDB9750014E69BA8530DBDDCE1F03CB51BDB9
716,Training Officer - Peoplebank,PEOPLEBANK - QLD,QLD,2020,10,17,"Our client is seeking multiple experienced ICT trainers with prior experience developing and delivering blended learning solutions using Articulate Storyline 360. Responsibilities Conduct detailed Training Needs Analyses to establish learner profiles, training...",Not provided,https://www.adzuna.com.au/land/ad/1767350776?se=3CryuisQ6xGjOdrEuqZ9gA&v=14DBE738BDA854541C38674AE778D37511102B48
717,Client Liaison Officer - Adelaide,"ZENITAS HEALTHCARE - ADELAIDE,SA 5000","ADELAIDE,SA 5000",2020,10,17,"Who We Are Plena Healthcare is a mobile health solution and part of the Zenitas group. We’re here to help people to live healthier, happier, and more independent lives and we’re proud to bring together many of our most well-known, and leading healthcare brands...",Not provided,https://www.adzuna.com.au/details/1762773633?se=3CryuisQ6xGjOdrEuqZ9gA&v=84A6C48A7FBFD52BC462D3511FDE0FE635A0C2C7
718,Civil Construction Apprenticeship | City of Port Adelaide Enfield,"MAXIMA - ADELAIDE, 5000","ADELAIDE, 5000",2020,10,17,Kick start your career in the civil construction industry On-the-job training and skills development opportunities Achieve a Certificate III in Civil Construction Plant Operations qualification The Opportunity Maxima in conjunction with our client are seeking ...,Not provided,https://www.adzuna.com.au/details/1759198225?se=3CryuisQ6xGjOdrEuqZ9gA&v=FCE74A462305FDFA115B2C27EE224C6F96554ADE
719,Medical Practitioners & Specialists - Careers Connection,CAREERS CONNECTION - QLD,QLD,2020,10,17,Part-time or full time with very flexible hoursLarge referrals databaseGeneral Adult Psychiatrist or Child Psychiatrist required This is an excellent opportunity to start working with a well established group of private practices in Gold Coast. THE PRACTICE ...,Not provided,https://www.adzuna.com.au/land/ad/1750865606?se=3CryuisQ6xGjOdrEuqZ9gA&v=42CA1ECB850F463D65B1B5FCD458B03CB5E25CA9
720,Assistant Restaurant Manager,THE BAVARIAN ROCKHAMPTON - QLD,QLD,2020,10,17,"Assistant Restaurant Manager Must have full Australian Working Rights Our Business Bavarian is apart of the Rockpool Dining Group, which is the largest restaurant and dining group in Australia, with a portfolio of more than 80 amazing venues. The Group’s ...",Not provided,https://www.adzuna.com.au/land/ad/1736808532?se=NuYIvCsQ6xGn_08q82QBrg&v=7A86E41557C6FA9C63EA19BF47B7088BBC7EC9B7
721,Networks & Systems Administration - Peoplebank,PEOPLEBANK - VIC,VIC,2020,10,17,"Our client, one of Australia's Iconic Brand is seeking an SaaS Configuration Specialist/Engineer to join their team. This position is responsible for the effective delivery of support and configuration of the Time & Attendance application and associated HR ...",Not provided,https://www.adzuna.com.au/land/ad/1748740205?se=NuYIvCsQ6xGn_08q82QBrg&v=AF861395EF711C4F00D25823E5D65B317A427DE5
